nameID	kingdom	phylum	class	order	family	genus
1	Animalia	Chordata	Mammalia	Perissodactyla	Equidae	Equus
2	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis
3	Animalia	Chordata	Mammalia	Carnivora	Felidae	Felis
4	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Sus
6	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus
7	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Capreolus
8	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Dama
9	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Alces
10	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae	Rangifer
11	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bison
12	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos
14	Animalia	Chordata	Mammalia	Carnivora	Ursidae	Ursus
15	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Meles
16	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Lutra
17	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes
18	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes
19	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Martes
20	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela
21	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela
22	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	
24	Animalia	Chordata	Mammalia	Carnivora	Felidae	Felis
25	Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx
26	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes
27	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis
28	Animalia	Chordata	Mammalia	Insectivora	Talpidae	Talpa
29	Animalia	Chordata	Mammalia	Insectivora	Erinaceidae	Erinaceus
30	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Sciurus
31	Animalia	Chordata	Mammalia	Rodentia	Castoridae	Castor
32	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus
33	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus
34	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	
35	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Phoca
36	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Pusa
37	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus
38	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops
39	Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoena
40	Animalia	Chordata	Mammalia	Cetacea	Physeteridae	Physeter
41	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera
42	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera
43	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera
44	Animalia	Chordata	Mammalia	Cetacea	Balaenidae	Eubalaena
45	Animalia	Chordata	Mammalia	Cetacea	Balaenidae	Balaena
46	Animalia	Chordata	Mammalia	Cetacea		
47	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex
48	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex
49	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Neomys
50	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Crocidura
51	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Crocidura
52	Animalia	Chordata	Mammalia	Rodentia	Gliridae	Eliomys
53	Animalia	Chordata	Mammalia	Rodentia	Gliridae	Muscardinus
54	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Cricetus
55	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Clethrionomys
56	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Microtus
57	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Microtus
58	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Microtus
59	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Arvicola
60	Animalia	Chordata	Mammalia	Rodentia	Arvicolidae	Pitymys
61	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus
62	Animalia	Chordata	Mammalia	Rodentia	Muridae	Apodemus
63	Animalia	Chordata	Mammalia	Rodentia	Muridae	Micromys
64	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus
65	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus
66	Animalia	Chordata	Mammalia	Rodentia	Muridae	Mus
68	Animalia	Chordata	Mammalia	Chiroptera		
69	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo
73	Animalia	Chordata	Mammalia			
75	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallus
76	Animalia	Chordata	Aves	Galliformes	Phasianidae	Pavo
77	Animalia	Chordata	Aves	Galliformes	Phasianidae	Meleagris
78	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser
79	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas
80	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba
85	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia
86	Animalia	Chordata	Aves	Gaviiformes	Gaviidae	Gavia
87	Animalia	Chordata	Aves	Procellariiformes	Procellariidae	
88	Animalia	Chordata	Aves	Procellariiformes	Sulidae	Sula
89	Animalia	Chordata	Aves	Pelecaniformes	Pelecanidae	Pelecanus
90	Animalia	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
91	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Botaurus
92	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Egretta
93	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae	Ardea
94	Animalia	Chordata	Aves	Ciconiiformes	Threskiornithidae	Platalea
95	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia
96	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia
97	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus
98	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus
100	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus
101	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus
102	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser
103	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser
104	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser
105	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser
106	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser
107	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta
108	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta
109	Animalia	Chordata	Aves	Anseriformes	Anatidae	Tadorna
110	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas
111	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas
112	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas
113	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas
115	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas
116	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas
117	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas
118	Animalia	Chordata	Aves	Anseriformes	Anatidae	Netta
119	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya
120	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya
122	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya
123	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya
124	Animalia	Chordata	Aves	Anseriformes	Anatidae	Somateria
125	Animalia	Chordata	Aves	Anseriformes	Anatidae	Clangula
126	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta
127	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta
128	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala
129	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus
130	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus
131	Animalia	Chordata	Aves	Anseriformes	Anatidae	
132	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Haliaeetus
134	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Aegypius
135	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Accipiter
136	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Accipiter
137	Animalia	Chordata	Aves	Falconiformes	Accipitridae	Buteo
138	Animalia	Chordata	Aves	Falconiformes	Accipitridae	
139	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco
140	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco
142	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco
143	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco
144	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lyrurus
145	Animalia	Chordata	Aves	Galliformes	Phasianidae	Perdix
146	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix
147	Animalia	Chordata	Aves	Galliformes	Phasianidae	Fulica
148	Animalia	Chordata	Aves	Gruiformes	Gruidae	Grus
149	Animalia	Chordata	Aves	Charadriiformes	Haematopodidae	Haematopus
150	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Charadrius
151	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis
152	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis
153	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Vanellus
155	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris
156	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris
157	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris
158	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Philomachus
159	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Lymnocryptes
160	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Gallinago
161	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Gallinago
162	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax
163	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa
164	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa
165	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa
166	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Numenius
167	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa
168	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa
170	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus
171	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus
172	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus
173	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus
174	Animalia	Chordata	Aves	Charadriiformes	Laridae	Rissa
175	Animalia	Chordata	Aves	Charadriiformes	Sternidae	Sterna
176	Animalia	Chordata	Aves	Charadriiformes	Sternidae	Sterna
177	Animalia	Chordata	Aves	Charadriiformes	Alcidae	Uria
178	Animalia	Chordata	Aves	Charadriiformes	Alcidae	Pinguinus
179	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba
180	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba
181	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo
182	Animalia	Chordata	Aves	Strigiformes	Strigidae	Athene
183	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix
184	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio
185	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio
186	Animalia	Chordata	Aves	Piciformes	Picidae	Dendrocopos
187	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus
188	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus
189	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus
190	Animalia	Chordata	Aves	Passeriformes	Corvidae	Garrulus
191	Animalia	Chordata	Aves	Passeriformes	Corvidae	Pica
192	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus
193	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus
194	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus
196	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus
197	Animalia	Chordata	Aves	Passeriformes	Corvidae	Corvus
198	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus
199	Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer
200	Animalia	Chordata	Aves	Passeriformes	Fringillidae	
201	Animalia	Chordata	Aves	Passeriformes		
202	Animalia	Chordata	Aves			
204	Animalia	Chordata	Osteichthyes	Anguilliformes	Anguillidae	Anguilla
205	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	
206	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Abramis
207	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Abramis
209	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Aspius
210	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Alburnus
211	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Barbus
212	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Carassius
213	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Ctenopharyngodon
214	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Chondrostoma
215	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Cyprinus
216	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Gobio
217	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Leucaspius
218	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Leuciscus
219	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Leuciscus
221	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Leuciscus
222	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Phoxinus
223	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Rhodeus
224	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Rutilus
225	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Rutilus
226	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Tinca
227	Animalia	Chordata	Osteichthyes	Cypriniformes	Cyprinidae	Cobitis
228	Animalia	Chordata	Osteichthyes	Cypriniformes	Cobitididae	Noemacheilus
229	Animalia	Chordata	Osteichthyes	Siluriformes	Siluridae	Silurus
230	Animalia	Chordata	Osteichthyes	Salmoniformes	Esocidae	Esox
231	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Thymallus
232	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Lota
233	Animalia	Chordata	Osteichthyes	Gasterosteiformes	Gasterosteidae	Gasterosteus
234	Animalia	Chordata	Osteichthyes	Gasterosteiformes	Gasterosteidae	Pungitius
235	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Cottidae	Cottus
236	Animalia	Chordata	Osteichthyes	Perciformes	Percidae	Gymnocephalus
237	Animalia	Chordata	Osteichthyes	Perciformes	Percidae	Perca
238	Animalia	Chordata	Osteichthyes	Perciformes	Percidae	Stizostedion
239	Animalia	Chordata	Osteichthyes	Perciformes	Gobiidae	Pomatoschistus
240	Animalia	Chordata	Osteichthyes	Acipenseriformes	Acipenseridae	Acipenser
241	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Alosa
242	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Alosa
244	Animalia	Chordata	Osteichthyes	Salmoniformes	Osmeridae	Osmerus
245	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	
246	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Coregonus
247	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Coregonus
248	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Salmo
249	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Salmo
251	Animalia	Chordata	Osteichthyes	Salmoniformes	Salmonidae	Salmo
252	Animalia	Chordata	Chondrichthyes	Selachii	Scyliorhinidae	Scyliorhinus
253	Animalia	Chordata	Chondrichthyes	Selachii	Triakidae	
254	Animalia	Chordata	Chondrichthyes	Selachii	Triakidae	Galeorhinus
255	Animalia	Chordata	Chondrichthyes	Selachii	Triakidae	Mustelus
256	Animalia	Chordata	Chondrichthyes	Selachii	Triakidae	Mustelus
257	Animalia	Chordata	Chondrichthyes	Selachii	Squalidae	Squalus
258	Animalia	Chordata	Chondrichthyes	Selachii	Squatinidae	Squatina
259	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	
260	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja
261	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja
262	Animalia	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja
263	Animalia	Chordata	Chondrichthyes	Rajiformes	Dasyatidae	Dasyatis
264	Animalia	Chordata	Osteichthyes	Anguilliformes	Congridae	Conger
265	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	
266	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Clupea
267	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Sprattus
268	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Sardina
269	Animalia	Chordata	Osteichthyes	Clupeiformes	Clupeidae	Engraulis
270	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	
271	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Gadus
272	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Merlangius
273	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Melanogrammus
274	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Pollachius
275	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Pollachius
276	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Trisopterus
277	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Trisopterus
278	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Ciliata
279	Animalia	Chordata	Osteichthyes	Gadiformes	Gadidae	Molva
280	Animalia	Chordata	Osteichthyes	Gadiformes	Merlucciidae	Merluccius
281	Animalia	Chordata	Osteichthyes	Batrachoidiformes	Lophiidae	Lophius
282	Animalia	Chordata	Osteichthyes	Cyprinodontiformes	Belonidae	Belone
283	Animalia	Chordata	Osteichthyes	Atheriniformes	Atherinidae	Atherina
284	Animalia	Chordata	Osteichthyes	Atheriniformes	Atherinidae	Atherina
285	Animalia	Chordata	Osteichthyes	Gasterosteiformes	Gasterosteidae	Spinachia
286	Animalia	Chordata	Osteichthyes	Syngnathiformes	Syngnathidae	Syngnathus
287	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Triglidae	Eutrigla
288	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Triglidae	Chelidonichthys
289	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Triglidae	Trigloporus
290	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Cottidae	Myoxocephalus
291	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Cottidae	Enophrys
292	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Agonidae	Agonus
293	Animalia	Chordata	Osteichthyes	Scorpaeniformes	Cyclopteridae	Cyclopterus
294	Animalia	Chordata	Osteichthyes	Perciformes	Percichtthidae	Dicentrarchus
295	Animalia	Chordata	Osteichthyes	Perciformes	Carangidae	Trachurus
296	Animalia	Chordata	Osteichthyes	Perciformes	Sparidae	Pagellus
297	Animalia	Chordata	Osteichthyes	Perciformes	Sparidae	Spondyliosoma
298	Animalia	Chordata	Osteichthyes	Perciformes	Sciaenidae	Argyrosomus
299	Animalia	Chordata	Osteichthyes	Pectiformes	Mullidae	Mullus
300	Animalia	Chordata	Osteichthyes	Perciformes	Mugilidae	
301	Animalia	Chordata	Osteichthyes	Perciformes	Mugilidae	Chelon
302	Animalia	Chordata	Osteichthyes	Perciformes	Mugilidae	Liza
303	Animalia	Chordata	Osteichthyes	Perciformes	Mugilidae	Liza
305	Animalia	Chordata	Osteichthyes	Perciformes	Zoarcidae	Zoarces
306	Animalia	Chordata	Osteichthyes	Perciformes	Anarhichadidae	Anarhichas
307	Animalia	Chordata	Osteichthyes	Perciformes	Trachnidae	Trachinus
308	Animalia	Chordata	Osteichthyes	Perciformes	Trachnidae	Echiichthys
309	Animalia	Chordata	Osteichthyes	Perciformes	Blenniidae	Lipophrys
310	Animalia	Chordata	Osteichthyes	Perciformes	Ammodytidae	Ammodytes
311	Animalia	Chordata	Osteichthyes	Perciformes	Ammodytidae	Ammodytes
312	Animalia	Chordata	Osteichthyes	Perciformes	Ammodytidae	Hyperoplus
313	Animalia	Chordata	Osteichthyes	Perciformes	Callionymidae	Callionymus
314	Animalia	Chordata	Osteichthyes	Perciformes	Gobiidae	Pomatoschistus
315	Animalia	Chordata	Osteichthyes	Perciformes	Scombridae	Scomber
316	Animalia	Chordata	Osteichthyes	Perciformes	Scombridae	Scomber
317	Animalia	Chordata	Osteichthyes	Perciformes	Scombridae	Thunnus
318	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Bothidae	Scophthalmus
319	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Bothidae	Scophthalmus
320	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Pleuronectidae	
321	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Pleuronectes
322	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Limanda
323	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Platichthys
324	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Pleuronectidae	Hippoglossus
325	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Soleidae	Solea
326	Animalia	Chordata	Osteichthyes	Pleuronectiformes	Soleidae	Buglossidium
329	Animalia	Chordata	Reptilia	Testudines	Emydidae	Emys
330	Animalia	Chordata	Reptilia	Squamata	Anguidae	Anguis
331	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta
332	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta
333	Animalia	Chordata	Reptilia	Squamata	Lacertidae	Lacerta
334	Animalia	Chordata	Reptilia	Squamata	Colubridae	Coronella
335	Animalia	Chordata	Reptilia	Squamata	Colubridae	Natrix
336	Animalia	Chordata	Reptilia	Squamata	Viperidae	Vipera
338	Animalia	Chordata	Reptilia			
339	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus
340	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus
341	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus
342	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus
343	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra
344	Animalia	Chordata	Amphibia	Anura	Discoglossidae	Bombina
345	Animalia	Chordata	Amphibia	Anura	Discoglossidae	Bombina
346	Animalia	Chordata	Amphibia	Anura	Pelobatidae	Pelobates
347	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo
348	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo
349	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo
350	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla
351	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana
352	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana
353	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana
354	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana
355	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana
356	Animalia	Chordata	Amphibia	Anura	Ranidae	
357	Animalia	Chordata	Amphibia	Anura		
359	Animalia	Chordata	Amphibia			
360	Animalia	Mollusca	Gastropoda	Neritaemorphi	Neritidae	Theodoxus
361	Animalia	Mollusca	Gastropoda	Architaenioglossa	Viviparidae	Viviparus
363	Animalia	Mollusca	Gastropoda	Architaenioglossa	Viviparidae	Viviparus
364	Animalia	Mollusca	Gastropoda	Ectobranchia	Valvatidae	Valvata
365	Animalia	Mollusca	Gastropoda	Pulmonata	Physidae	Aplexa
366	Animalia	Mollusca	Gastropoda	Pulmonata	Physidae	Physa
368	Animalia	Mollusca	Gastropoda	Pulmonata	Lymnaeidae	Radix
369	Animalia	Mollusca	Gastropoda	Pulmonata	Lymnaeidae	Lymnaea
370	Animalia	Mollusca	Gastropoda	Pulmonata	Lymnaeidae	Lymnaea
372	Animalia	Mollusca	Gastropoda	Ectobranchia	Valvatidae	Valvata
373	Animalia	Mollusca	Gastropoda	Ectobranchia	Valvatidae	Valvata
374	Animalia	Mollusca	Gastropoda	Neotaenioglossa	Assimineidae	Assiminea
375	Animalia	Mollusca	Gastropoda	Pulmonata	Planorbidae	Planorbis
377	Animalia	Mollusca	Gastropoda	Pulmonata	Planorbidae	Anisus
